age,gender,grade,height,weight,physically_active_7d,strength_training_7d,school_night_hours_sleep
15.0,female,11,1.63,65.77,6.0,5.0,7
16.0,female,11,1.57,65.77,5.0,5.0,5
16.0,female,11,1.55,57.61,0.0,2.0,10+
17.0,female,11,,,0.0,0.0,10+
16.0,female,11,1.73,70.76,7.0,7.0,8
18.0,male,12,1.73,99.79,7.0,7.0,7
18.0,male,12,1.73,56.7,6.0,3.0,7
17.0,male,12,1.78,86.18,7.0,4.0,7
17.0,male,12,1.75,70.31,7.0,7.0,7
18.0,male,12,1.75,63.5,7.0,4.0,10+
18.0,male,12,1.65,83.92,7.0,7.0,5
18.0,male,12,1.78,71.22,4.0,4.0,7
18.0,male,12,,,7.0,5.0,7
17.0,male,12,1.88,97.52,7.0,7.0,5
17.0,male,12,1.83,71.22,5.0,5.0,7
17.0,female,12,1.68,99.79,2.0,5.0,<5
17.0,female,12,1.55,45.36,5.0,5.0,6
18.0,female,12,,,,,
18.0,female,12,1.65,82.56,0.0,0.0,7
18.0,female,12,1.73,52.16,4.0,5.0,7
17.0,female,12,1.68,82.56,3.0,5.0,6
18.0,female,12,1.57,54.43,0.0,0.0,6
14.0,male,9,1.63,109.77,0.0,0.0,<5
14.0,male,9,1.7,75.75,2.0,0.0,7
14.0,male,9,1.52,36.29,0.0,0.0,9
14.0,male,9,1.68,74.84,5.0,2.0,6
15.0,male,9,1.75,68.04,2.0,1.0,6
14.0,male,9,1.6,46.27,7.0,5.0,9
14.0,male,9,1.78,61.24,7.0,7.0,5
15.0,male,9,1.73,65.77,7.0,7.0,8
18.0,male,9,1.7,71.67,,,
15.0,female,9,1.63,74.84,0.0,0.0,6
14.0,female,9,1.65,49.9,7.0,0.0,7
14.0,female,9,,,0.0,1.0,8
14.0,female,9,1.57,51.26,7.0,6.0,5
15.0,female,9,1.57,48.54,0.0,0.0,<5
15.0,female,9,1.6,57.61,3.0,3.0,6
15.0,female,9,1.68,50.8,0.0,0.0,8
15.0,female,9,1.57,44.91,3.0,2.0,7
14.0,female,9,1.57,52.62,3.0,0.0,7
14.0,female,9,1.65,68.04,1.0,0.0,6
16.0,female,11,1.68,56.7,4.0,0.0,6
17.0,female,11,1.7,61.69,0.0,1.0,6
16.0,female,11,1.57,42.64,1.0,0.0,8
16.0,female,11,1.6,46.72,3.0,7.0,<5
18.0,female,12,1.55,54.43,0.0,2.0,7
17.0,female,11,1.55,45.81,1.0,0.0,7
17.0,female,12,1.63,68.04,4.0,0.0,6
17.0,female,11,1.52,43.55,6.0,6.0,6
16.0,female,11,1.63,49.9,3.0,5.0,6
15.0,female,10,1.65,58.06,6.0,4.0,8
17.0,female,12,1.7,67.13,1.0,3.0,7
18.0,male,12,1.83,61.24,3.0,3.0,6
18.0,male,12,1.7,68.04,5.0,7.0,7
17.0,male,11,1.83,82.56,0.0,0.0,5
17.0,male,11,1.8,63.5,0.0,0.0,<5
17.0,male,11,1.7,61.24,6.0,6.0,<5
16.0,male,11,1.83,68.04,4.0,0.0,7
17.0,male,11,1.85,78.47,5.0,1.0,8
17.0,male,11,1.78,66.23,4.0,2.0,7
16.0,male,11,1.8,77.57,1.0,0.0,7
17.0,male,12,1.73,73.94,3.0,5.0,7
18.0,male,12,1.75,104.33,2.0,3.0,<5
18.0,male,12,1.85,71.67,0.0,0.0,6
17.0,male,11,1.85,59.88,4.0,6.0,7
17.0,male,11,1.78,65.77,0.0,0.0,8
16.0,male,11,1.75,68.04,3.0,0.0,7
17.0,male,12,2.11,134.72,7.0,7.0,10+
16.0,male,11,1.8,68.04,7.0,7.0,7
18.0,male,12,1.78,68.04,3.0,2.0,6
15.0,male,10,1.73,86.18,3.0,0.0,6
17.0,male,12,1.7,90.72,3.0,4.0,7
16.0,male,10,1.68,56.25,2.0,3.0,7
17.0,female,12,1.57,53.07,5.0,4.0,7
16.0,female,10,1.5,42.18,5.0,7.0,5
17.0,female,12,1.68,52.16,3.0,3.0,7
17.0,female,12,1.63,65.77,0.0,0.0,7
18.0,female,12,1.6,60.78,5.0,3.0,7
18.0,female,12,1.65,57.15,4.0,2.0,7
18.0,female,12,1.68,61.24,7.0,7.0,8
17.0,female,12,1.57,54.43,0.0,0.0,<5
18.0,female,12,1.75,58.97,0.0,1.0,7
17.0,female,12,1.6,68.04,7.0,3.0,6
17.0,female,12,1.63,60.78,3.0,1.0,9
17.0,female,11,,,3.0,2.0,5
18.0,female,12,1.57,60.78,0.0,0.0,5
18.0,male,12,1.65,52.16,2.0,2.0,6
17.0,male,11,1.8,70.31,4.0,0.0,5
18.0,male,12,,,4.0,4.0,7
14.0,male,9,1.65,58.97,4.0,2.0,7
16.0,female,11,1.55,49.9,4.0,2.0,6
17.0,female,12,1.6,56.7,1.0,0.0,<5
17.0,female,11,1.52,49.9,3.0,3.0,5
16.0,female,10,1.63,57.15,0.0,1.0,7
15.0,female,10,1.75,61.24,4.0,3.0,5
16.0,female,11,1.7,56.7,0.0,2.0,6
15.0,female,10,1.6,45.36,4.0,4.0,8
15.0,female,10,,,1.0,2.0,6
16.0,female,10,1.47,41.73,5.0,2.0,8
16.0,female,11,1.63,55.79,3.0,0.0,5
16.0,female,10,1.57,53.52,4.0,2.0,6
18.0,female,12,1.6,49.9,7.0,3.0,8
17.0,male,12,1.7,86.18,4.0,3.0,6
17.0,male,12,1.78,62.14,5.0,3.0,6
18.0,male,12,1.73,63.5,0.0,3.0,6
16.0,male,10,1.68,53.07,4.0,4.0,7
15.0,male,10,1.73,78.02,7.0,1.0,8
15.0,male,9,1.65,61.24,5.0,3.0,8
16.0,male,11,1.73,48.54,0.0,2.0,7
17.0,male,12,1.68,71.67,4.0,3.0,7
17.0,male,12,1.78,65.77,4.0,3.0,6
15.0,male,10,1.8,69.85,0.0,0.0,<5
17.0,male,11,1.8,83.92,0.0,5.0,8
17.0,male,12,1.73,77.11,2.0,2.0,6
16.0,male,10,1.88,81.19,7.0,7.0,8
17.0,female,12,1.65,54.43,5.0,0.0,7
18.0,female,12,1.65,58.97,4.0,4.0,6
17.0,female,11,1.57,53.98,0.0,3.0,<5
18.0,female,12,1.57,48.99,2.0,1.0,8
16.0,female,10,1.57,41.28,3.0,0.0,7
17.0,female,11,1.65,53.52,0.0,0.0,6
17.0,female,12,1.6,54.89,1.0,0.0,6
17.0,male,11,1.68,68.04,3.0,7.0,8
15.0,male,9,1.68,70.76,0.0,0.0,<5
18.0,male,12,1.73,70.31,0.0,0.0,<5
18.0,male,12,1.9,86.18,7.0,3.0,7
17.0,male,11,1.73,72.58,3.0,0.0,8
18.0,male,12,1.73,80.74,1.0,2.0,7
18.0,male,9,1.73,89.81,7.0,7.0,10+
16.0,male,10,1.78,68.04,7.0,2.0,7
15.0,male,10,1.8,76.2,3.0,7.0,8
18.0,male,12,1.88,81.19,3.0,3.0,7
16.0,male,10,1.68,61.24,6.0,4.0,7
16.0,male,10,1.8,77.57,4.0,2.0,5
15.0,male,10,1.78,78.02,5.0,4.0,5
17.0,male,11,1.73,70.31,7.0,7.0,5
16.0,male,10,1.78,54.43,7.0,7.0,6
18.0,male,12,1.78,66.68,7.0,5.0,8
18.0,male,12,1.75,72.58,6.0,4.0,6
17.0,male,12,1.7,58.06,2.0,3.0,9
16.0,male,11,1.78,65.77,7.0,7.0,5
18.0,male,12,1.68,63.5,5.0,5.0,8
18.0,male,12,1.8,71.67,3.0,0.0,7
17.0,male,12,1.73,68.95,2.0,7.0,6
15.0,male,10,1.8,63.96,5.0,7.0,5
17.0,male,12,1.75,58.97,5.0,3.0,7
17.0,male,11,1.88,72.58,3.0,0.0,7
18.0,male,12,1.68,65.32,2.0,7.0,7
15.0,male,9,,,7.0,5.0,8
15.0,female,10,1.6,57.61,3.0,4.0,8
16.0,female,10,1.63,58.97,3.0,3.0,6
17.0,female,12,1.65,52.16,3.0,0.0,8
15.0,female,10,1.6,56.7,5.0,3.0,5
16.0,female,11,1.75,58.97,7.0,6.0,<5
16.0,female,10,1.6,50.35,2.0,2.0,6
14.0,female,9,,,3.0,2.0,
17.0,female,12,1.55,58.97,1.0,3.0,6
17.0,female,12,,,2.0,1.0,5
15.0,female,10,1.57,40.37,0.0,0.0,8
18.0,female,12,1.63,65.77,3.0,1.0,5
16.0,female,10,1.6,64.41,4.0,3.0,7
16.0,female,11,1.68,52.16,2.0,0.0,7
16.0,female,11,1.6,49.9,3.0,4.0,6
16.0,female,10,1.6,71.67,7.0,1.0,5
16.0,female,11,1.6,88.45,0.0,1.0,<5
17.0,female,12,,,4.0,2.0,7
15.0,female,10,1.73,95.71,3.0,1.0,5
18.0,female,12,1.6,47.17,0.0,0.0,8
16.0,female,10,1.57,49.9,3.0,0.0,<5
17.0,female,12,1.6,52.62,4.0,4.0,8
15.0,female,10,1.65,62.6,0.0,0.0,<5
15.0,female,10,1.6,70.31,1.0,0.0,8
17.0,female,12,1.57,46.27,4.0,2.0,6
17.0,female,12,1.73,65.77,2.0,0.0,7
16.0,female,11,1.8,61.24,0.0,0.0,6
17.0,female,11,1.65,52.16,2.0,0.0,6
16.0,female,11,1.68,53.52,1.0,1.0,9
16.0,female,11,1.63,58.06,3.0,2.0,<5
14.0,female,9,1.68,62.14,3.0,3.0,8
14.0,female,9,1.63,40.82,2.0,2.0,9
14.0,female,9,1.7,56.7,6.0,2.0,8
14.0,female,9,1.68,49.9,2.0,2.0,8
14.0,female,9,1.5,45.81,3.0,2.0,<5
15.0,female,9,,,4.0,4.0,7
15.0,female,9,1.68,59.88,2.0,2.0,6
14.0,female,9,1.65,73.48,2.0,2.0,10+
15.0,female,9,1.68,63.5,7.0,7.0,8
14.0,female,9,1.47,45.36,4.0,5.0,6
15.0,female,9,1.5,62.14,0.0,1.0,7
15.0,female,9,1.73,83.92,3.0,3.0,7
14.0,female,9,1.73,58.97,4.0,2.0,7
14.0,female,9,1.63,61.24,1.0,2.0,8
14.0,female,9,,,2.0,1.0,6
14.0,female,9,1.57,55.79,0.0,1.0,6
15.0,female,9,1.55,56.25,0.0,0.0,5
14.0,female,9,1.57,49.9,1.0,3.0,6
16.0,female,10,,,4.0,4.0,9
15.0,female,10,1.68,49.44,5.0,3.0,5
15.0,female,10,,,5.0,3.0,5
16.0,female,10,1.55,40.82,2.0,0.0,5
16.0,female,10,1.57,54.43,4.0,4.0,8
15.0,female,10,1.63,74.39,1.0,4.0,5
15.0,female,10,,,6.0,3.0,5
15.0,female,10,1.68,65.77,3.0,4.0,<5
16.0,female,10,1.68,54.43,7.0,6.0,6
16.0,female,10,1.52,47.17,0.0,1.0,8
16.0,female,10,1.7,90.27,2.0,5.0,<5
16.0,female,10,1.55,99.79,7.0,3.0,5
15.0,female,10,,,3.0,5.0,7
15.0,female,10,1.6,55.79,2.0,2.0,<5
15.0,female,10,1.6,56.7,0.0,0.0,7
15.0,female,10,1.6,65.77,3.0,4.0,6
15.0,female,10,1.57,52.16,3.0,7.0,7
16.0,female,11,1.68,60.78,2.0,5.0,6
16.0,female,10,1.57,56.7,3.0,4.0,<5
18.0,female,12,1.6,48.99,6.0,5.0,7
17.0,female,12,1.68,52.16,1.0,0.0,9
18.0,female,12,1.57,63.5,3.0,2.0,6
17.0,female,12,1.68,63.5,2.0,0.0,7
17.0,female,12,1.57,49.9,7.0,1.0,7
17.0,female,12,1.63,50.35,1.0,4.0,6
17.0,female,12,,,5.0,5.0,6
18.0,female,12,1.68,55.79,0.0,0.0,6
17.0,female,12,1.52,51.71,3.0,3.0,8
17.0,female,12,1.57,49.9,0.0,0.0,7
17.0,female,12,1.57,66.23,0.0,0.0,5
18.0,female,12,1.57,48.54,6.0,6.0,8
17.0,female,12,1.68,70.31,4.0,3.0,8
17.0,female,12,1.63,61.69,1.0,1.0,7
17.0,female,12,1.57,52.16,2.0,4.0,<5
18.0,female,12,1.63,63.5,4.0,5.0,5
17.0,female,12,1.6,66.68,5.0,0.0,6
17.0,female,12,1.6,58.51,0.0,0.0,6
17.0,female,12,1.6,70.31,5.0,1.0,6
16.0,female,11,1.6,77.11,3.0,2.0,8
17.0,female,11,1.68,68.04,3.0,1.0,<5
16.0,female,11,1.68,77.11,1.0,1.0,7
16.0,female,11,1.63,77.11,2.0,2.0,8
17.0,female,11,1.63,72.58,6.0,4.0,6
17.0,female,11,1.7,57.61,3.0,6.0,6
17.0,female,11,1.68,95.26,2.0,3.0,5
16.0,female,11,1.57,58.06,4.0,2.0,8
17.0,female,11,,,1.0,1.0,6
17.0,female,11,1.68,54.43,6.0,3.0,5
16.0,female,11,1.6,44.0,7.0,0.0,7
16.0,female,11,1.55,48.54,5.0,1.0,7
16.0,female,11,1.68,55.34,6.0,6.0,8
18.0,female,11,1.55,48.54,3.0,1.0,8
16.0,female,11,1.63,47.63,7.0,1.0,8
17.0,female,11,1.63,61.24,4.0,3.0,8
17.0,female,11,1.63,43.09,5.0,0.0,7
17.0,female,11,1.65,52.62,2.0,0.0,7
17.0,female,11,1.65,65.77,1.0,1.0,7
16.0,female,11,1.75,56.25,2.0,0.0,8
16.0,female,11,1.57,56.7,5.0,2.0,6
,female,,,,7.0,7.0,6
17.0,female,11,1.63,61.24,0.0,0.0,7
17.0,male,11,1.78,61.24,7.0,2.0,7
17.0,male,11,1.75,70.31,5.0,5.0,8
17.0,male,11,1.78,65.77,5.0,7.0,6
17.0,male,11,1.83,112.49,5.0,0.0,6
16.0,male,11,1.83,70.31,2.0,5.0,6
17.0,male,11,1.75,77.11,4.0,4.0,6
16.0,male,11,1.7,89.36,7.0,7.0,5
17.0,male,11,1.88,133.81,5.0,0.0,10+
17.0,male,11,1.75,94.35,5.0,4.0,7
16.0,male,11,1.93,113.4,2.0,1.0,8
17.0,male,11,1.75,61.24,4.0,3.0,5
16.0,male,11,1.78,79.38,4.0,7.0,8
17.0,male,11,1.8,74.84,6.0,2.0,9
17.0,male,11,1.7,59.42,7.0,1.0,6
17.0,male,11,1.75,98.43,6.0,6.0,8
16.0,male,11,1.8,111.13,7.0,7.0,6
15.0,female,10,1.68,56.7,6.0,4.0,7
16.0,female,10,1.7,61.24,7.0,2.0,5
16.0,female,10,1.65,58.97,1.0,5.0,7
15.0,female,10,1.57,63.5,3.0,4.0,7
15.0,female,10,1.63,54.43,7.0,7.0,8
15.0,female,10,1.63,72.58,3.0,4.0,6
15.0,female,10,1.7,56.7,0.0,0.0,6
16.0,female,10,1.73,54.89,5.0,5.0,5
16.0,female,10,1.57,75.75,3.0,3.0,7
16.0,male,10,1.85,74.84,7.0,6.0,6
15.0,male,10,1.88,112.04,0.0,4.0,6
16.0,male,10,1.78,68.04,6.0,0.0,6
16.0,male,10,1.88,74.84,7.0,5.0,7
16.0,male,10,1.55,53.52,4.0,4.0,6
15.0,male,10,,,6.0,7.0,5
16.0,male,10,1.75,72.58,7.0,5.0,7
15.0,male,10,1.63,64.41,7.0,3.0,<5
16.0,male,10,1.65,47.17,6.0,3.0,7
16.0,male,10,1.83,58.06,7.0,2.0,6
17.0,female,12,1.6,56.7,0.0,0.0,7
17.0,female,12,1.6,54.43,5.0,5.0,7
17.0,female,12,1.6,58.97,5.0,5.0,7
17.0,female,12,1.57,77.11,2.0,2.0,6
17.0,female,12,1.63,53.98,5.0,4.0,7
18.0,female,12,1.6,52.16,3.0,3.0,8
17.0,female,12,1.63,48.08,3.0,3.0,7
18.0,female,12,1.75,58.51,5.0,5.0,8
18.0,male,12,1.8,61.24,7.0,6.0,8
18.0,male,12,1.78,74.84,7.0,5.0,8
17.0,male,12,1.75,77.11,2.0,5.0,6
17.0,male,12,1.65,58.06,7.0,7.0,6
18.0,male,12,1.9,122.47,6.0,6.0,8
17.0,male,12,1.8,63.5,2.0,6.0,7
17.0,male,12,1.75,75.75,5.0,5.0,<5
18.0,male,12,1.85,77.11,4.0,3.0,6
18.0,male,12,1.75,72.58,4.0,7.0,5
18.0,male,12,1.75,68.95,4.0,4.0,6
18.0,male,12,1.8,60.78,5.0,2.0,7
18.0,male,12,1.78,72.58,7.0,5.0,8
18.0,male,12,1.78,61.24,5.0,2.0,6
15.0,female,9,1.55,70.76,5.0,2.0,<5
16.0,female,10,1.55,45.81,6.0,5.0,5
16.0,female,9,1.57,63.5,7.0,7.0,5
16.0,female,9,1.5,48.99,0.0,3.0,5
16.0,female,10,1.63,103.87,7.0,5.0,6
16.0,female,10,1.63,81.65,0.0,0.0,7
14.0,female,9,1.57,49.9,2.0,2.0,<5
14.0,female,9,1.75,90.27,1.0,2.0,9
16.0,female,10,1.73,72.58,2.0,0.0,9
15.0,female,9,1.5,48.08,3.0,3.0,7
15.0,female,9,1.63,74.84,7.0,5.0,7
15.0,male,9,1.65,44.0,6.0,4.0,7
14.0,male,9,1.6,49.9,3.0,3.0,7
16.0,male,9,1.75,92.53,7.0,7.0,7
15.0,male,9,1.83,95.26,7.0,2.0,6
15.0,male,9,1.57,58.97,7.0,3.0,7
17.0,male,10,1.8,67.13,0.0,1.0,<5
18.0,female,12,1.57,56.7,7.0,7.0,6
18.0,female,12,1.68,54.43,0.0,0.0,6
17.0,female,11,1.57,38.56,1.0,0.0,<5
17.0,female,12,1.57,52.62,0.0,0.0,5
17.0,female,11,1.63,57.15,4.0,2.0,5
18.0,female,12,1.65,46.72,4.0,4.0,8
18.0,female,12,1.73,127.01,6.0,2.0,6
17.0,female,12,1.6,43.09,0.0,1.0,5
17.0,female,11,1.63,88.45,3.0,0.0,7
17.0,female,12,1.65,54.89,0.0,0.0,7
16.0,female,11,1.55,90.72,3.0,0.0,5
17.0,female,12,1.63,47.63,7.0,7.0,5
17.0,female,11,1.7,116.12,1.0,0.0,6
16.0,female,11,1.7,52.62,5.0,2.0,7
18.0,female,12,1.6,90.72,0.0,1.0,5
18.0,male,11,1.88,99.79,6.0,6.0,5
17.0,male,12,1.83,104.33,0.0,0.0,<5
18.0,male,12,1.78,97.52,7.0,0.0,8
18.0,male,12,1.73,61.24,7.0,5.0,5
18.0,male,12,1.78,76.66,5.0,7.0,5
17.0,male,12,1.73,56.7,2.0,3.0,9
16.0,male,11,,,2.0,0.0,7
18.0,male,12,1.68,58.97,7.0,0.0,8
17.0,male,11,1.96,95.71,5.0,3.0,7
17.0,male,11,1.83,86.18,7.0,7.0,7
17.0,male,11,1.88,106.14,7.0,7.0,6
15.0,female,9,1.6,70.31,4.0,4.0,5
15.0,female,9,1.63,107.96,5.0,2.0,7
15.0,female,9,1.57,53.52,3.0,2.0,6
15.0,female,9,1.73,54.43,5.0,3.0,7
14.0,female,9,1.6,52.16,2.0,2.0,5
14.0,female,9,1.65,101.61,3.0,3.0,7
15.0,female,10,1.78,67.13,7.0,5.0,5
14.0,female,9,1.65,92.08,7.0,1.0,6
14.0,female,9,1.52,43.09,3.0,3.0,6
15.0,female,9,1.78,79.38,3.0,0.0,6
15.0,female,9,1.63,54.43,3.0,3.0,5
14.0,female,9,1.57,63.5,3.0,3.0,6
14.0,female,9,1.57,61.24,2.0,4.0,7
14.0,female,9,1.68,59.88,7.0,7.0,6
15.0,female,9,1.7,45.36,7.0,2.0,8
15.0,male,9,1.78,67.13,4.0,4.0,7
15.0,male,9,1.68,53.07,7.0,2.0,5
15.0,male,9,1.73,52.16,7.0,3.0,6
16.0,male,10,1.93,88.45,7.0,4.0,5
15.0,male,9,1.65,74.84,2.0,1.0,8
14.0,male,9,1.75,64.41,7.0,4.0,8
15.0,male,10,1.78,52.16,0.0,0.0,6
15.0,male,9,1.63,73.48,4.0,4.0,7
16.0,male,10,1.75,90.72,3.0,1.0,7
18.0,female,12,1.6,49.9,6.0,6.0,7
17.0,female,11,1.57,68.95,3.0,1.0,<5
17.0,female,12,1.68,49.9,4.0,0.0,5
18.0,male,11,1.8,58.06,4.0,2.0,6
17.0,male,11,1.73,70.31,7.0,3.0,<5
17.0,male,11,1.7,90.72,5.0,4.0,5
18.0,male,12,1.88,68.04,0.0,2.0,6
18.0,male,12,1.7,127.01,0.0,0.0,8
17.0,male,11,1.78,97.52,4.0,5.0,8
18.0,male,12,1.7,65.77,5.0,0.0,<5
17.0,male,11,1.7,86.18,5.0,5.0,5
15.0,male,10,1.73,75.3,5.0,7.0,8
15.0,female,10,1.7,58.97,5.0,5.0,7
15.0,female,10,1.55,44.0,4.0,4.0,8
15.0,female,10,1.7,79.38,0.0,2.0,9
16.0,female,10,1.6,66.23,7.0,7.0,7
15.0,female,10,1.6,54.43,5.0,5.0,5
15.0,female,10,1.75,63.96,7.0,7.0,7
15.0,female,10,1.57,56.7,7.0,7.0,7
15.0,female,10,1.57,68.49,2.0,2.0,5
15.0,female,10,1.57,64.41,2.0,2.0,9
15.0,female,10,,,4.0,0.0,7
15.0,female,10,1.6,58.97,3.0,3.0,<5
15.0,female,10,1.6,46.72,5.0,2.0,9
16.0,female,10,1.65,59.88,4.0,3.0,5
15.0,male,10,1.83,79.38,4.0,5.0,7
15.0,male,10,1.9,108.86,3.0,1.0,7
16.0,male,10,1.8,95.26,6.0,4.0,8
15.0,male,10,1.73,64.41,4.0,2.0,6
15.0,male,10,1.8,81.65,6.0,5.0,7
16.0,male,10,,,1.0,2.0,10+
16.0,male,10,1.83,77.11,7.0,4.0,8
15.0,male,10,1.7,73.94,3.0,3.0,7
16.0,male,10,1.78,83.46,2.0,2.0,8
15.0,male,10,1.63,49.9,3.0,5.0,6
15.0,male,10,1.75,64.86,4.0,4.0,6
16.0,male,10,1.8,77.11,7.0,5.0,6
15.0,male,10,1.63,79.38,0.0,0.0,
15.0,male,10,1.73,63.96,2.0,2.0,9
15.0,male,10,,,7.0,5.0,8
16.0,male,9,1.73,51.71,7.0,7.0,8
15.0,male,9,1.8,64.86,7.0,7.0,9
15.0,female,9,1.63,58.06,5.0,5.0,5
14.0,female,9,1.65,57.61,3.0,3.0,<5
14.0,female,9,1.52,45.36,7.0,3.0,5
14.0,female,9,1.63,57.61,2.0,1.0,9
14.0,female,9,1.6,49.9,4.0,3.0,6
15.0,female,9,1.6,54.43,3.0,3.0,8
15.0,female,9,1.68,133.81,3.0,3.0,6
14.0,female,9,1.7,49.44,7.0,7.0,8
14.0,female,9,1.63,63.5,5.0,5.0,7
14.0,female,9,1.57,59.88,3.0,3.0,7
14.0,female,9,1.6,79.83,4.0,3.0,8
14.0,female,9,1.65,79.38,3.0,4.0,8
15.0,male,9,1.73,60.78,5.0,7.0,8
14.0,male,9,1.8,60.78,7.0,7.0,8
14.0,male,9,1.88,73.48,7.0,6.0,7
14.0,male,9,1.7,72.58,7.0,6.0,7
15.0,male,9,1.68,52.62,6.0,6.0,5
14.0,male,9,1.73,83.92,7.0,6.0,9
14.0,male,9,1.6,86.18,5.0,5.0,8
15.0,male,9,1.78,71.22,3.0,3.0,6
15.0,male,9,1.75,74.39,7.0,6.0,8
15.0,male,9,1.75,104.33,2.0,2.0,8
18.0,male,11,1.73,76.66,0.0,7.0,7
16.0,male,11,1.7,67.13,5.0,0.0,6
17.0,female,11,1.68,72.58,4.0,4.0,6
16.0,female,11,1.63,53.98,3.0,0.0,6
16.0,female,11,1.7,80.29,5.0,6.0,6
16.0,female,11,1.75,56.7,5.0,3.0,6
17.0,female,11,1.78,67.13,7.0,5.0,5
16.0,female,11,1.7,47.63,2.0,2.0,6
17.0,male,11,1.85,83.92,6.0,4.0,7
17.0,male,11,1.88,111.13,1.0,2.0,6
16.0,male,11,1.8,63.05,5.0,7.0,8
17.0,male,11,1.65,56.7,4.0,4.0,6
16.0,male,11,1.8,114.31,4.0,3.0,5
16.0,male,11,1.83,63.5,3.0,3.0,6
17.0,male,11,1.8,62.14,3.0,4.0,8
17.0,male,11,1.88,79.38,7.0,5.0,7
17.0,male,11,1.83,70.31,7.0,7.0,6
16.0,male,11,1.83,68.04,3.0,3.0,6
17.0,male,11,1.85,86.18,5.0,5.0,9
17.0,male,11,1.75,70.31,7.0,7.0,7
18.0,male,11,1.63,72.58,2.0,1.0,5
17.0,male,11,1.73,68.04,2.0,2.0,5
16.0,male,11,1.8,70.31,7.0,7.0,7
16.0,male,11,1.73,89.81,1.0,0.0,7
16.0,male,11,1.78,79.38,4.0,4.0,6
17.0,male,11,1.7,74.39,6.0,5.0,8
18.0,male,12,1.78,65.77,5.0,7.0,8
18.0,male,12,1.78,77.11,7.0,7.0,5
17.0,female,12,1.65,60.78,0.0,2.0,7
17.0,male,12,1.73,76.2,1.0,1.0,
18.0,male,12,1.68,51.71,3.0,4.0,6
18.0,male,12,1.73,86.18,0.0,0.0,8
18.0,male,12,1.85,77.11,1.0,0.0,7
17.0,male,12,1.8,69.4,6.0,6.0,7
18.0,male,12,1.8,78.02,7.0,6.0,8
17.0,male,12,1.83,90.72,1.0,0.0,8
17.0,male,12,1.8,69.4,4.0,4.0,6
18.0,male,12,1.8,75.75,0.0,2.0,6
18.0,male,12,1.85,72.58,5.0,5.0,8
18.0,male,12,1.83,70.31,4.0,0.0,7
18.0,male,12,1.83,88.45,4.0,0.0,8
18.0,male,12,1.85,66.68,7.0,5.0,7
18.0,female,12,1.47,49.9,6.0,1.0,8
17.0,female,12,1.52,59.42,5.0,5.0,7
18.0,female,12,1.5,52.16,1.0,2.0,8
18.0,female,12,1.52,45.36,0.0,0.0,6
18.0,female,12,1.6,58.06,5.0,5.0,8
17.0,female,12,1.63,53.07,0.0,0.0,8
18.0,female,12,1.5,57.15,2.0,3.0,6
18.0,female,12,1.55,53.98,2.0,0.0,5
18.0,female,12,1.68,104.33,5.0,0.0,7
14.0,female,9,1.73,99.79,0.0,0.0,5
15.0,female,9,1.57,54.43,7.0,3.0,7
14.0,female,9,1.6,45.36,2.0,0.0,5
15.0,female,9,1.65,45.36,5.0,5.0,6
16.0,female,9,1.73,55.79,3.0,0.0,8
14.0,female,9,1.6,68.04,7.0,3.0,9
14.0,female,9,,,1.0,0.0,9
17.0,male,9,,,7.0,7.0,<5
15.0,male,9,1.73,59.88,5.0,5.0,7
15.0,male,9,,,7.0,7.0,7
15.0,male,9,1.8,89.81,4.0,3.0,7
15.0,male,9,1.73,64.41,2.0,0.0,8
16.0,male,9,1.8,99.79,2.0,0.0,7
15.0,male,9,1.78,64.86,5.0,2.0,6
15.0,male,9,1.63,58.06,5.0,3.0,8
15.0,male,9,1.7,63.5,3.0,0.0,9
15.0,male,9,1.78,70.31,7.0,7.0,6
15.0,male,9,1.73,77.57,6.0,5.0,5
15.0,male,9,1.73,75.3,6.0,3.0,8
15.0,male,9,1.7,50.8,7.0,5.0,6
14.0,female,9,,,1.0,0.0,5
14.0,female,9,1.6,47.17,7.0,7.0,6
15.0,female,9,1.57,49.9,3.0,0.0,8
15.0,male,9,1.75,57.15,0.0,0.0,7
14.0,male,9,1.73,56.7,0.0,3.0,6
15.0,male,9,1.63,51.71,1.0,1.0,6
15.0,female,9,1.63,52.16,6.0,0.0,6
18.0,female,12,1.57,59.88,2.0,5.0,<5
17.0,female,12,1.65,69.4,4.0,1.0,<5
18.0,female,12,1.68,65.77,6.0,4.0,6
18.0,female,12,1.6,61.24,3.0,2.0,7
17.0,female,12,1.6,64.86,2.0,2.0,7
18.0,female,12,1.57,41.73,5.0,3.0,5
17.0,female,12,1.75,63.5,0.0,0.0,5
18.0,male,12,1.7,76.2,2.0,0.0,7
18.0,male,12,1.75,102.51,4.0,4.0,7
18.0,male,12,1.78,58.97,7.0,5.0,7
18.0,male,12,1.83,84.37,7.0,7.0,6
18.0,male,12,1.85,79.38,3.0,2.0,8
18.0,male,12,1.8,70.31,7.0,7.0,8
18.0,male,12,1.75,92.99,7.0,0.0,7
18.0,male,12,1.88,121.56,5.0,3.0,7
18.0,male,12,1.83,79.38,7.0,2.0,6
18.0,male,12,1.7,67.13,7.0,7.0,6
18.0,male,12,1.78,72.58,7.0,2.0,6
18.0,male,12,1.93,127.01,7.0,7.0,8
18.0,male,12,1.68,62.14,1.0,7.0,6
